customer_id,tenure_months,support_tickets,plan_tier,churned
421,27,197.42,B,0
422,59,219.09,D,0
423,15,38.4,B,0
424,41,41.22,B,0
425,11,20.38,A,0
426,37,103.73,C,0
427,32,296.44,A,1
428,6,363.16,A,1
429,29,143.97,A,0
430,16,294.2,C,1
431,50,71.59,A,0
432,2,494.9,D,1
433,32,366.36,C,1
434,14,283.9,B,1
435,12,484.47,A,1
436,38,367.94,B,1
437,34,296.95,D,1
438,31,169.5,A,0
439,19,466.8,A,1
440,58,277.37,D,1
441,29,383.99,A,1
442,31,454.15,A,1
443,10,471.26,D,1
444,59,483.26,D,1
445,10,166.28,B,0
446,28,273.62,D,1
447,17,180.38,B,0
448,50,466.75,C,1
449,52,451.64,A,1
450,50,289.29,D,1
451,41,276.69,D,1
452,15,197.07,C,0
453,23,212.23,B,0
454,27,160.29,B,0
455,44,118.79,A,0
456,13,107.71,D,0
457,35,108.68,B,0
458,19,204.78,C,0
459,16,240.98,D,0
460,48,368.24,B,1
461,36,45.72,A,0
462,48,472.0,A,1
463,36,13.65,A,0
464,35,84.31,B,0
465,18,423.51,C,1
466,54,304.27,B,1
467,6,207.79,A,0
468,34,109.52,D,0
469,52,137.69,D,0
470,28,32.03,B,0
471,34,344.99,C,1
472,4,302.07,C,1
473,41,68.28,A,0
474,39,42.5,B,0
475,39,384.91,A,1
476,31,31.45,D,0
477,37,309.06,A,1
478,24,497.17,B,1
479,21,299.97,C,1
480,29,286.36,A,1
481,16,159.9,B,0
482,24,315.66,A,1
483,3,455.13,C,1
484,26,447.54,A,1
485,56,125.5,A,0
486,6,313.91,D,1
487,37,464.29,A,1
488,15,297.54,D,1
489,14,97.12,A,0
490,46,186.46,D,0
491,15,349.3,A,1
492,34,477.62,C,1
493,7,421.2,B,1
494,48,183.25,D,0
495,12,319.27,C,1
496,25,121.09,D,0
497,37,432.87,D,1
498,48,181.19,D,0
499,19,162.52,C,0
500,59,485.96,A,1
501,37,264.41,B,1
502,44,84.03,A,0
503,21,145.23,A,0
504,26,215.08,B,0
505,27,431.96,B,1
506,24,325.07,B,1
507,39,385.18,A,1
508,43,448.7,A,1
509,14,385.0,B,1
510,25,240.28,C,0
511,5,456.84,A,1
512,53,374.05,B,1
513,9,171.34,D,0
514,17,80.95,D,0
515,43,453.65,C,1
516,11,73.97,B,0
517,54,317.74,D,1
518,35,496.8,B,1
519,45,313.3,B,1
520,59,32.04,B,0
521,46,319.68,C,1
522,21,111.22,A,0
523,37,138.16,C,0
524,43,161.5,C,0
525,29,478.43,C,1
526,40,253.97,C,0
527,13,90.03,D,0
528,32,115.15,A,0
529,27,266.01,D,0
530,42,219.19,D,0
531,13,71.31,C,0
532,11,55.96,C,0
533,36,138.48,D,0
534,37,145.95,A,0
535,42,164.14,D,0
536,42,23.68,A,0
537,5,355.36,C,1
538,57,51.92,A,0
539,7,442.27,A,1
540,31,367.17,B,1
541,11,377.01,D,1
542,26,286.7,D,1
543,8,41.56,D,0
544,13,489.38,A,1
545,55,153.57,B,0
546,17,219.33,D,0
547,4,47.08,C,0
548,5,477.22,D,1
549,21,123.55,B,0
550,51,99.76,C,0
551,32,491.68,A,1
552,51,216.4,B,0
553,5,372.3,D,1
554,26,296.63,A,1
555,53,137.89,D,0
556,55,58.13,D,0
557,57,112.84,A,0
558,54,492.22,C,1
559,8,225.39,D,0
560,49,451.68,B,1
561,15,95.69,A,0
562,38,366.76,B,1
563,16,402.01,C,1
564,21,240.4,D,0
565,33,368.41,C,1
566,22,490.35,D,1
567,45,174.64,A,0
568,22,69.12,B,0
569,5,206.1,D,0
570,16,376.98,A,1
571,12,155.32,C,0
572,30,10.61,C,0
573,8,481.43,B,1
574,39,254.64,A,0
575,56,357.47,D,1
576,20,58.11,B,0
577,54,26.92,D,0
578,41,426.67,A,1
579,26,10.5,A,0
580,20,291.4,D,1
581,16,363.15,C,1
582,57,431.53,C,1
583,34,289.69,A,1
584,1,131.42,C,0
585,43,184.9,C,0
586,19,222.44,A,0
587,4,267.27,C,0
588,16,394.12,D,1
589,27,431.59,B,1
590,52,458.92,C,1
591,58,459.47,C,1
592,11,134.44,A,0
593,31,178.84,C,0
594,9,67.42,A,0
595,14,79.63,D,0
596,51,350.74,C,1
597,6,190.6,A,0
598,36,452.15,C,1
599,44,254.7,B,1
600,2,196.85,D,0
601,55,52.14,C,0
602,18,174.48,A,0
603,58,422.03,B,1
604,38,350.03,B,1
605,7,132.36,D,0
606,20,226.67,D,0
607,6,268.4,A,0
608,54,229.0,B,0
609,28,281.19,B,1
610,30,47.37,C,0
611,24,488.17,A,1
612,40,40.49,A,0
613,33,207.58,C,0
614,21,41.62,D,0
615,29,281.88,A,1
616,45,114.25,B,0
617,10,95.68,B,0
618,3,409.95,C,1
619,48,192.25,A,0
620,41,325.6,B,1
621,15,154.48,B,0
622,38,354.96,D,1
623,46,162.98,C,0
624,49,83.71,D,0
625,27,476.51,B,1
626,7,375.57,A,1
627,38,154.19,B,0
628,52,179.22,A,0
629,10,491.68,A,1
630,51,304.46,B,1
631,43,389.61,A,1
632,26,99.38,A,0
633,46,150.26,B,0
634,12,221.87,C,0
635,13,444.42,C,1
636,29,385.06,B,1
637,38,361.89,C,1
638,55,337.95,A,1
639,5,240.16,D,0
640,34,290.59,C,1
641,16,256.11,C,0
642,59,240.5,B,1
643,7,476.93,C,1
644,34,212.29,D,0
645,17,189.8,D,0
646,46,190.33,B,0
647,47,65.02,C,0
648,49,300.54,B,1
649,26,344.68,C,1
650,54,255.38,A,1
651,45,119.12,A,0
652,14,182.64,C,0
653,37,445.98,B,1
654,34,492.28,A,1
655,36,144.39,C,0
656,4,60.91,C,0
657,49,173.7,C,0
658,43,69.6,D,0
659,7,192.05,A,0
660,12,434.47,C,1
661,40,427.01,D,1
662,44,188.88,D,0
663,7,209.56,B,0
664,40,173.2,D,0
665,44,206.79,C,0
666,19,85.89,C,0
667,7,431.55,D,1
668,39,152.63,A,0
669,22,26.2,D,0
670,45,31.46,C,0
671,39,35.8,B,0
672,9,474.89,C,1
673,51,57.74,C,0
674,36,343.52,C,1
675,47,108.03,A,0
676,2,43.33,D,0
677,38,62.17,C,0
678,44,332.36,A,1
679,43,194.7,B,0
680,11,267.23,B,0
681,51,237.82,C,0
682,2,191.72,C,0
683,33,470.15,C,1
684,41,49.02,D,0
685,47,419.77,B,1
686,40,435.68,A,1
687,6,484.99,D,1
688,8,498.89,C,1
689,55,225.94,A,0
690,26,494.35,D,1
691,52,445.38,A,1
692,29,172.86,B,0
693,21,166.96,C,0
694,22,360.27,A,1
695,27,196.36,A,0
696,49,417.76,C,1
697,23,465.49,B,1
698,19,113.71,B,0
699,12,319.98,B,1
700,24,418.4,B,1
701,34,171.11,D,0
702,6,378.01,B,1
703,14,388.89,B,1
704,30,153.99,A,0
705,16,435.18,B,1
706,51,105.22,D,0
707,53,169.19,A,0
708,44,418.26,B,1
709,12,71.52,B,0
710,45,381.91,C,1
711,15,270.36,D,0
712,32,436.29,C,1
713,25,92.92,C,0
714,52,104.06,A,0
715,5,366.29,C,1
716,46,438.65,A,1
717,38,234.01,D,0
718,56,137.54,B,0
719,51,95.22,B,0
720,39,314.26,B,1
721,52,249.79,A,1
722,39,340.63,B,1
723,44,315.8,C,1
724,15,302.73,C,1
725,37,312.09,C,1
726,25,81.74,D,0
727,9,265.81,A,0
728,45,56.63,A,0
729,56,148.08,B,0
730,47,99.41,D,0
731,17,358.03,C,1
732,32,55.11,B,0
733,16,108.02,A,0
734,8,70.29,D,0
735,14,17.21,B,0
736,45,334.88,A,1
737,33,66.86,D,0
738,40,288.14,B,1
739,52,81.74,B,0
740,54,438.74,A,1
741,10,261.66,C,0
742,16,332.65,C,1
743,22,440.57,A,1
744,23,307.73,D,1
745,58,200.89,C,0
746,42,175.47,A,0
747,26,204.71,D,0
748,57,78.89,B,0
749,29,262.61,D,0
750,13,348.54,A,1
751,17,385.81,B,1
752,19,468.75,A,1
753,6,183.72,D,0
754,18,228.5,D,0
755,53,306.64,C,1
756,6,443.96,D,1
757,5,404.32,C,1
758,19,19.67,B,0
759,54,102.61,D,0
760,23,92.01,D,0
761,31,235.85,C,0
762,19,326.85,D,1
763,52,249.56,C,1
764,57,150.38,C,0
765,42,125.05,C,0
766,41,120.02,A,0
767,3,344.54,D,1
768,25,438.6,A,1
769,32,199.95,A,0
770,10,332.34,A,1
771,30,139.86,B,0
772,44,89.5,A,0
773,59,196.23,A,0
774,34,327.42,C,1
775,23,341.65,C,1
776,6,147.78,B,0
777,17,494.69,D,1
778,2,94.63,B,0
779,44,138.77,C,0
780,8,290.54,B,1
781,44,380.77,C,1
782,45,139.69,B,0
783,5,298.51,C,1
784,9,24.43,B,0
785,6,284.8,D,0
786,37,140.6,B,0
787,33,261.84,D,1
788,38,305.32,B,1
789,46,133.04,A,0
790,51,374.86,B,1
791,17,325.36,C,1
792,14,149.37,C,0
793,30,187.6,B,0
794,27,84.95,B,0
795,28,86.97,A,0
796,38,43.95,C,0
797,38,20.85,C,0
798,47,304.19,A,1
799,57,424.16,A,1
800,7,26.96,B,0
